id,user_id,start_time,start_position,x,y,z,date,time
4269,0,18:47:00.503,JDDoor12,-2.3199813,-1.7764976,10.498574,2017-04-26,18:46:59.925
4266,0,18:47:00.503,JDDoor12,-2.3175871,-1.6208745,10.146626,2017-04-26,18:46:59.984
4279,0,18:47:00.503,JDDoor12,-2.3463178,-1.3072342,9.842564,2017-04-26,18:47:00.058
4268,0,18:47:00.503,JDDoor12,-2.2242134,-1.4532804,9.947908,2017-04-26,18:47:00.104
4276,0,18:47:00.503,JDDoor12,-2.4061728,-1.5370775,9.653421,2017-04-26,18:47:00.158
4270,0,18:47:00.503,JDDoor12,-2.4875755,-1.6208745,9.615114,2017-04-26,18:47:00.199
4280,0,18:47:00.503,JDDoor12,-2.4636335,-1.4580688,9.655815,2017-04-26,18:47:00.271
4285,0,18:47:00.503,JDDoor12,-2.4851813,-1.8028339,9.354146,2017-04-26,18:47:00.311
4271,0,18:47:00.503,JDDoor12,-2.6719291,-2.3654714,9.591172,2017-04-26,18:47:00.423
4263,0,18:47:00.503,JDDoor12,-3.3303347,-2.5067291,9.753978,2017-04-26,18:47:00.483
4264,0,18:47:00.503,JDDoor12,-4.9799395,-2.801216,8.616732,2017-04-26,18:47:00.499
4265,0,18:47:00.503,JDDoor12,-5.765238,-5.092467,8.169016,2017-04-26,18:47:00.541
4275,0,18:47:00.503,JDDoor12,-6.0525417,-8.238448,8.343793,2017-04-26,18:47:00.585
4282,0,18:47:00.503,JDDoor12,-5.78918,-8.76996,7.955932,2017-04-26,18:47:00.643
4267,0,18:47:00.503,JDDoor12,-4.247314,-8.901642,7.6231384,2017-04-26,18:47:00.709
4274,0,18:47:00.503,JDDoor12,-3.4859576,-8.137892,9.904813,2017-04-26,18:47:00.768
4290,0,18:47:00.503,JDDoor12,-2.0398598,-5.2768207,9.176975,2017-04-26,18:47:00.814
4291,0,18:47:00.503,JDDoor12,-0.37349546,-1.9177556,9.653421,2017-04-26,18:47:00.877
4292,0,18:47:00.503,JDDoor12,1.2162545,1.3096284,8.820239,2017-04-26,18:47:00.923
4284,0,18:47:00.503,JDDoor12,1.9057846,3.8163576,8.152257,2017-04-26,18:47:00.997
4293,0,18:47:00.503,JDDoor12,0.59855044,2.8874073,6.7324953,2017-04-26,18:47:01.049
4288,0,18:47:00.503,JDDoor12,3.3063924,1.103727,8.973468,2017-04-26,18:47:01.104
4295,0,18:47:00.503,JDDoor12,3.7325604,0.7038953,9.124303,2017-04-26,18:47:01.15
4297,0,18:47:00.503,JDDoor12,3.3135753,2.861071,7.2424603,2017-04-26,18:47:01.201
4296,0,18:47:00.503,JDDoor12,5.4803276,3.1866825,9.275137,2017-04-26,18:47:01.268
4300,0,18:47:00.503,JDDoor12,3.7828386,-8.485051,20.310013,2017-04-26,18:47:01.322
4304,0,18:47:00.503,JDDoor12,0.82360536,-2.360683,12.658144,2017-04-26,18:47:01.392
4306,0,18:47:00.503,JDDoor12,2.3822308,-0.45729253,7.9008656,2017-04-26,18:47:01.438
4298,0,18:47:00.503,JDDoor12,1.0127473,1.1683705,10.656591,2017-04-26,18:47:01.513
4312,0,18:47:00.503,JDDoor12,2.7988217,-0.50517654,9.856929,2017-04-26,18:47:01.578
4302,0,18:47:00.503,JDDoor12,3.3375173,1.091756,9.536105,2017-04-26,18:47:01.612
4310,0,18:47:00.503,JDDoor12,3.4763808,1.8339585,9.667787,2017-04-26,18:47:01.653
4305,0,18:47:00.503,JDDoor12,3.145981,0.34955344,10.383653,2017-04-26,18:47:01.713
4316,0,18:47:00.503,JDDoor12,2.2960393,0.5267244,10.263943,2017-04-26,18:47:01.773
4319,0,18:47:00.503,JDDoor12,1.1899183,0.2777274,10.2735195,2017-04-26,18:47:01.826
4314,0,18:47:00.503,JDDoor12,-0.30166942,-0.46208093,10.141838,2017-04-26,18:47:01.89
4320,0,18:47:00.503,JDDoor12,-0.44532153,-2.693477,9.718064,2017-04-26,18:47:01.949
