id,user_id,start_time,start_position,x,y,z,date,time
2725,0,18:26:16.603,JDDoor11,-3.2441432,-7.311892,2.693477,2017-04-26,18:26:16.089
2729,0,18:26:16.603,JDDoor11,-3.359065,-7.393295,2.6671407,2017-04-26,18:26:16.16
2723,0,18:26:16.603,JDDoor11,-3.6343982,-8.485051,3.4811692,2017-04-26,18:26:16.209
2726,0,18:26:16.603,JDDoor11,-4.2281604,-10.374076,3.8187518,2017-04-26,18:26:16.348
2728,0,18:26:16.603,JDDoor11,-4.189853,-9.552865,4.060566,2017-04-26,18:26:16.355
2727,0,18:26:16.603,JDDoor11,-6.081272,-10.28549,2.906561,2017-04-26,18:26:16.409
2719,0,18:26:16.603,JDDoor11,-6.093243,-11.228806,2.779668,2017-04-26,18:26:16.465
2730,0,18:26:16.603,JDDoor11,-5.2528787,-10.491392,2.3247697,2017-04-26,18:26:16.518
2722,0,18:26:16.603,JDDoor11,-4.9224787,-10.309433,2.9496565,2017-04-26,18:26:16.559
2724,0,18:26:16.603,JDDoor11,-3.4093432,-9.476251,3.3758245,2017-04-26,18:26:16.622
2721,0,18:26:16.603,JDDoor11,-3.0310593,-7.943961,4.7907977,2017-04-26,18:26:16.68
2720,0,18:26:16.603,JDDoor11,-1.910573,-7.6853876,6.730101,2017-04-26,18:26:16.721
2731,0,18:26:16.603,JDDoor11,-0.2657564,-5.935226,7.4723034,2017-04-26,18:26:16.782
2736,0,18:26:16.603,JDDoor11,3.6870706,-4.3287168,7.6494746,2017-04-26,18:26:16.836
2737,0,18:26:16.603,JDDoor11,1.5969325,0.17238252,9.835381,2017-04-26,18:26:16.891
2735,0,18:26:16.603,JDDoor11,2.4396915,1.5658079,7.345411,2017-04-26,18:26:16.948
2738,0,18:26:16.603,JDDoor11,0.85473,1.1994951,8.779537,2017-04-26,18:26:16.999
2732,0,18:26:16.603,JDDoor11,1.8818425,0.46208093,10.771513,2017-04-26,18:26:17.072
2733,0,18:26:16.603,JDDoor11,0.7493851,2.0757728,8.791509,2017-04-26,18:26:17.127
2734,0,18:26:16.603,JDDoor11,0.32561144,0.34955344,9.555259,2017-04-26,18:26:17.166
2739,0,18:26:16.603,JDDoor11,-0.17477672,2.5378537,8.48984,2017-04-26,18:26:17.264
2740,0,18:26:16.603,JDDoor11,-0.076614454,2.0254946,9.488221,2017-04-26,18:26:17.313
2741,0,18:26:16.603,JDDoor11,2.0254946,2.408567,9.394848,2017-04-26,18:26:17.36
2742,0,18:26:16.603,JDDoor11,2.4612393,2.7485435,9.67018,2017-04-26,18:26:17.415
2743,0,18:26:16.603,JDDoor11,2.5115175,3.383007,9.469068,2017-04-26,18:26:17.46
