id,user_id,start_time,start_position,x,y,z,date,time
5264,0,20:04:59.579,JDDoor14,-1.0606314,-8.463503,4.867412,2017-04-26,20:04:59.942
5263,0,20:04:59.579,JDDoor14,-1.0103531,-9.076419,4.735731,2017-04-26,20:05:00.122
5265,0,20:04:59.579,JDDoor14,-0.9720459,-8.820239,5.097255,2017-04-26,20:05:00.133
5266,0,20:04:59.579,JDDoor14,-1.1013328,-9.009381,4.8338933,2017-04-26,20:05:00.169
5267,0,20:04:59.579,JDDoor14,-1.0821792,-8.798691,4.915296,2017-04-26,20:05:00.208
5268,0,20:04:59.579,JDDoor14,-1.5490485,-8.913613,4.1371803,2017-04-26,20:05:00.252
5269,0,20:04:59.579,JDDoor14,-1.340753,-8.647857,4.3382936,2017-04-26,20:05:00.282
5271,0,20:04:59.579,JDDoor14,-1.1923125,-8.825027,4.8578353,2017-04-26,20:05:00.358
5270,0,20:04:59.579,JDDoor14,-1.0702082,-9.0237465,5.1666875,2017-04-26,20:05:00.41
5275,0,20:04:59.579,JDDoor14,-1.4891934,-9.344569,6.576872,2017-04-26,20:05:00.474
5283,0,20:04:59.579,JDDoor14,-2.5498247,-8.698134,7.2472486,2017-04-26,20:05:00.524
5286,0,20:04:59.579,JDDoor14,-3.7900212,-7.8745294,7.6255326,2017-04-26,20:05:00.581
5274,0,20:04:59.579,JDDoor14,-4.865018,-6.4787097,6.217742,2017-04-26,20:05:00.628
5277,0,20:04:59.579,JDDoor14,-5.1642933,-5.753267,6.009446,2017-04-26,20:05:00.701
5284,0,20:04:59.579,JDDoor14,-4.5513773,-3.466804,5.686229,2017-04-26,20:05:00.749
5273,0,20:04:59.579,JDDoor14,-3.976769,-5.130774,7.762002,2017-04-26,20:05:00.801
5288,0,20:04:59.579,JDDoor14,-2.2026656,-4.819528,6.847417,2017-04-26,20:05:00.869
5289,0,20:04:59.579,JDDoor14,-1.352724,-4.510676,7.2089415,2017-04-26,20:05:00.935
5290,0,20:04:59.579,JDDoor14,1.5825673,-7.455544,9.923966,2017-04-26,20:05:00.979
5292,0,20:04:59.579,JDDoor14,0.92176765,-7.501034,8.707711,2017-04-26,20:05:01.033
5294,0,20:04:59.579,JDDoor14,2.0757728,-3.5482068,8.470686,2017-04-26,20:05:01.071
5306,0,20:04:59.579,JDDoor14,2.0207062,-2.5761611,9.19134,2017-04-26,20:05:01.149
5304,0,20:04:59.579,JDDoor14,2.0398598,-3.466804,9.706094,2017-04-26,20:05:01.196
5296,0,20:04:59.579,JDDoor14,0.33997664,-1.9321208,9.56723,2017-04-26,20:05:01.284
5293,0,20:04:59.579,JDDoor14,1.6089035,-0.6440403,9.435549,2017-04-26,20:05:01.329
5303,0,20:04:59.579,JDDoor14,2.207454,3.2034419,10.204087,2017-04-26,20:05:01.419
5295,0,20:04:59.579,JDDoor14,5.425261,2.861071,10.718841,2017-04-26,20:05:01.425
5305,0,20:04:59.579,JDDoor14,3.98874,-4.0773253,11.506534,2017-04-26,20:05:01.591
5309,0,20:04:59.579,JDDoor14,3.122039,-4.4795513,12.203246,2017-04-26,20:05:01.648
5272,0,20:04:59.579,JDDoor14,0.7637503,-3.8139634,9.672575,2017-04-26,20:05:01.684
