id,user_id,start_time,start_position,x,y,z,date,time
1632,0,17:30:45.731,JDDoor13,-0.50757074,-8.446744,3.8067808,2017-04-26,17:30:46.303
1668,0,17:30:45.731,JDDoor13,-0.50757074,-8.446744,3.8067808,2017-04-26,17:30:46.303
1624,0,17:30:45.731,JDDoor13,-0.94331545,-8.63828,3.9959226,2017-04-26,17:30:46.368
1666,0,17:30:45.731,JDDoor13,-0.94331545,-8.63828,3.9959226,2017-04-26,17:30:46.368
1585,0,17:30:45.731,JDDoor13,-0.8595184,-8.396465,4.572925,2017-04-26,17:30:46.419
1528,0,17:30:45.731,JDDoor13,-0.8379706,-8.456321,4.6255975,2017-04-26,17:30:46.495
1622,0,17:30:45.731,JDDoor13,-0.8810662,-9.284714,4.6471453,2017-04-26,17:30:46.536
1617,0,17:30:45.731,JDDoor13,-0.8810662,-9.284714,4.6471453,2017-04-26,17:30:46.536
1603,0,17:30:45.731,JDDoor13,-0.91458505,-9.332599,4.807557,2017-04-26,17:30:46.585
1613,0,17:30:45.731,JDDoor13,-0.91458505,-9.332599,4.807557,2017-04-26,17:30:46.585
1586,0,17:30:45.731,JDDoor13,-0.92416185,-8.6813755,5.351041,2017-04-26,17:30:46.634
1575,0,17:30:45.731,JDDoor13,-1.1180922,-8.463503,5.853823,2017-04-26,17:30:46.7
1602,0,17:30:45.731,JDDoor13,-1.364695,-7.433996,6.945579,2017-04-26,17:30:46.748
1567,0,17:30:45.731,JDDoor13,-1.6400281,-5.544971,7.704541,2017-04-26,17:30:46.814
1556,0,17:30:45.731,JDDoor13,-1.946486,-5.2744265,8.106767,2017-04-26,17:30:46.862
1601,0,17:30:45.731,JDDoor13,-2.5498247,-5.949591,8.391677,2017-04-26,17:30:46.95
1704,0,17:30:45.731,JDDoor13,-2.4971523,-6.447585,7.493851,2017-04-26,17:30:46.996
1634,0,17:30:45.731,JDDoor13,-2.4971523,-6.447585,7.493851,2017-04-26,17:30:46.996
1521,0,17:30:45.731,JDDoor13,-2.1428106,-7.896077,6.885724,2017-04-26,17:30:47.045
1573,0,17:30:45.731,JDDoor13,0.45968673,-9.579201,6.825869,2017-04-26,17:30:47.094
1640,0,17:30:45.731,JDDoor13,2.4516625,-8.099585,5.2480903,2017-04-26,17:30:47.161
1685,0,17:30:45.731,JDDoor13,2.4516625,-8.099585,5.2480903,2017-04-26,17:30:47.161
1607,0,17:30:45.731,JDDoor13,3.1771057,-8.149862,4.807557,2017-04-26,17:30:47.207
1623,0,17:30:45.731,JDDoor13,3.1771057,-8.149862,4.807557,2017-04-26,17:30:47.207
1577,0,17:30:45.731,JDDoor13,2.4732103,-7.4124484,5.626374,2017-04-26,17:30:47.274
1701,0,17:30:45.731,JDDoor13,1.922544,-6.5481415,5.559336,2017-04-26,17:30:47.327
1633,0,17:30:45.731,JDDoor13,1.922544,-6.5481415,5.559336,2017-04-26,17:30:47.327
1614,0,17:30:45.731,JDDoor13,1.9321208,-7.1371155,6.0860605,2017-04-26,17:30:47.374
1621,0,17:30:45.731,JDDoor13,1.9321208,-7.1371155,6.0860605,2017-04-26,17:30:47.374
1527,0,17:30:45.731,JDDoor13,3.6750996,-6.1076083,3.2704794,2017-04-26,17:30:47.44
1574,0,17:30:45.731,JDDoor13,3.4261026,-10.472239,4.19943,2017-04-26,17:30:47.511
1581,0,17:30:45.731,JDDoor13,2.1092918,-9.976639,5.0374002,2017-04-26,17:30:47.627
1641,0,17:30:45.731,JDDoor13,3.8355112,-6.2967505,3.2010477,2017-04-26,17:30:47.73
1698,0,17:30:45.731,JDDoor13,3.8355112,-6.2967505,3.2010477,2017-04-26,17:30:47.73
1530,0,17:30:45.731,JDDoor13,4.0222588,-6.909666,3.6224272,2017-04-26,17:30:47.742
1615,0,17:30:45.731,JDDoor13,3.6463692,-8.334216,4.5801077,2017-04-26,17:30:47.771
1697,0,17:30:45.731,JDDoor13,3.6463692,-8.334216,4.5801077,2017-04-26,17:30:47.771
1647,0,17:30:45.731,JDDoor13,3.9791632,-6.469133,4.280833,2017-04-26,17:30:47.833
1732,0,17:30:45.731,JDDoor13,3.9791632,-6.469133,4.280833,2017-04-26,17:30:47.833
1576,0,17:30:45.731,JDDoor13,4.5992613,-4.4556093,4.1252093,2017-04-26,17:30:47.872
1642,0,17:30:45.731,JDDoor13,7.285556,-4.259285,4.5537715,2017-04-26,17:30:47.924
1629,0,17:30:45.731,JDDoor13,7.285556,-4.259285,4.5537715,2017-04-26,17:30:47.924
1709,0,17:30:45.731,JDDoor13,12.435484,-4.7022123,5.1259856,2017-04-26,17:30:47.978
1639,0,17:30:45.731,JDDoor13,12.435484,-4.7022123,5.1259856,2017-04-26,17:30:47.978
1746,0,17:30:45.731,JDDoor13,12.3876,-4.7548847,5.1140146,2017-04-26,17:30:48.027
1643,0,17:30:45.731,JDDoor13,12.3876,-4.7548847,5.1140146,2017-04-26,17:30:48.027
1583,0,17:30:45.731,JDDoor13,8.63828,-2.8083985,4.7046065,2017-04-26,17:30:48.11
1740,0,17:30:45.731,JDDoor13,8.74123,-3.2321723,5.3366756,2017-04-26,17:30:48.149
1606,0,17:30:45.731,JDDoor13,8.74123,-3.2321723,5.3366756,2017-04-26,17:30:48.149
1711,0,17:30:45.731,JDDoor13,8.762778,-5.0661306,5.2002063,2017-04-26,17:30:48.201
1618,0,17:30:45.731,JDDoor13,8.762778,-5.0661306,5.2002063,2017-04-26,17:30:48.201
1703,0,17:30:45.731,JDDoor13,10.484209,-6.2752028,4.4077253,2017-04-26,17:30:48.251
1620,0,17:30:45.731,JDDoor13,10.484209,-6.2752028,4.4077253,2017-04-26,17:30:48.251
1628,0,17:30:45.731,JDDoor13,9.184157,-5.145139,4.4101195,2017-04-26,17:30:48.31
1723,0,17:30:45.731,JDDoor13,9.184157,-5.145139,4.4101195,2017-04-26,17:30:48.31
1688,0,17:30:45.731,JDDoor13,8.336611,-7.9367785,6.315904,2017-04-26,17:30:48.38
1656,0,17:30:45.731,JDDoor13,8.336611,-7.9367785,6.315904,2017-04-26,17:30:48.38
1529,0,17:30:45.731,JDDoor13,8.9998045,-11.757924,7.680599,2017-04-26,17:30:48.473
1706,0,17:30:45.731,JDDoor13,11.84651,-12.459426,7.773973,2017-04-26,17:30:48.53
1631,0,17:30:45.731,JDDoor13,11.84651,-12.459426,7.773973,2017-04-26,17:30:48.53
1525,0,17:30:45.731,JDDoor13,9.536105,-9.742006,8.645462,2017-04-26,17:30:48.632
1650,0,17:30:45.731,JDDoor13,5.461174,-4.5561657,7.410054,2017-04-26,17:30:48.731
1674,0,17:30:45.731,JDDoor13,5.461174,-4.5561657,7.410054,2017-04-26,17:30:48.731
1522,0,17:30:45.731,JDDoor13,1.6017209,-1.043872,5.626374,2017-04-26,17:30:48.787
1524,0,17:30:45.731,JDDoor13,0.107739076,-0.878672,5.2959743,2017-04-26,17:30:48.802
